#mH[GeV] llll(e,mu,tau) llll(e,mu)        eeee           eemumu       llnunu(e,mu,tau)  llnunu(e,mu)     enueenue     enuemunumu        ERROR
119.0	 1.50E-04	 6.79E-05	 1.81E-05	 3.18E-05	 1.39E-02	 6.26E-03	 1.49E-03	 1.51E-03	 4.8
119.5	 1.58E-04	 7.18E-05	 1.91E-05	 3.37E-05	 1.46E-02	 6.57E-03	 1.56E-03	 1.59E-03	 4.8
120.0	 1.67E-04	 7.59E-05	 2.01E-05	 3.56E-05	 1.53E-02	 6.89E-03	 1.64E-03	 1.66E-03	 4.8
120.5	 1.77E-04	 8.01E-05	 2.12E-05	 3.76E-05	 1.60E-02	 7.21E-03	 1.72E-03	 1.74E-03	 4.7
121.0	 1.86E-04	 8.45E-05	 2.24E-05	 3.98E-05	 1.68E-02	 7.55E-03	 1.80E-03	 1.82E-03	 4.7
121.5	 1.96E-04	 8.90E-05	 2.35E-05	 4.19E-05	 1.75E-02	 7.90E-03	 1.88E-03	 1.90E-03	 4.6
122.0	 2.07E-04	 9.36E-05	 2.47E-05	 4.42E-05	 1.83E-02	 8.25E-03	 1.97E-03	 1.98E-03	 4.6
122.5	 2.18E-04	 9.85E-05	 2.60E-05	 4.65E-05	 1.91E-02	 8.61E-03	 2.05E-03	 2.07E-03	 4.5
123.0	 2.29E-04	 1.03E-04	 2.72E-05	 4.90E-05	 1.99E-02	 8.99E-03	 2.14E-03	 2.16E-03	 4.5
123.5	 2.40E-04	 1.09E-04	 2.86E-05	 5.14E-05	 2.08E-02	 9.37E-03	 2.23E-03	 2.24E-03	 4.4
124.0	 2.52E-04	 1.14E-04	 2.99E-05	 5.40E-05	 2.16E-02	 9.76E-03	 2.33E-03	 2.34E-03	 4.4
124.5	 2.64E-04	 1.19E-04	 3.13E-05	 5.66E-05	 2.25E-02	 1.02E-02	 2.42E-03	 2.43E-03	 4.3
125.0	 2.76E-04	 1.25E-04	 3.27E-05	 5.93E-05	 2.34E-02	 1.06E-02	 2.52E-03	 2.52E-03	 4.3
125.5	 2.89E-04	 1.30E-04	 3.42E-05	 6.21E-05	 2.43E-02	 1.10E-02	 2.62E-03	 2.62E-03	 4.2
126.0	 3.02E-04	 1.36E-04	 3.56E-05	 6.49E-05	 2.53E-02	 1.14E-02	 2.72E-03	 2.72E-03	 4.1
126.5	 3.15E-04	 1.42E-04	 3.72E-05	 6.78E-05	 2.62E-02	 1.18E-02	 2.83E-03	 2.82E-03	 4.1
127.0	 3.28E-04	 1.48E-04	 3.87E-05	 7.08E-05	 2.72E-02	 1.23E-02	 2.93E-03	 2.92E-03	 4.0
127.5	 3.42E-04	 1.54E-04	 4.03E-05	 7.38E-05	 2.81E-02	 1.27E-02	 3.04E-03	 3.02E-03	 4.0
128.0	 3.56E-04	 1.61E-04	 4.19E-05	 7.68E-05	 2.91E-02	 1.32E-02	 3.15E-03	 3.13E-03	 3.9
128.5	 3.70E-04	 1.67E-04	 4.35E-05	 8.00E-05	 3.01E-02	 1.36E-02	 3.26E-03	 3.24E-03	 3.8
129.0	 3.85E-04	 1.73E-04	 4.52E-05	 8.31E-05	 3.12E-02	 1.41E-02	 3.37E-03	 3.34E-03	 3.8
129.5	 3.99E-04	 1.80E-04	 4.68E-05	 8.63E-05	 3.22E-02	 1.46E-02	 3.48E-03	 3.45E-03	 3.7
130.0	 4.14E-04	 1.87E-04	 4.85E-05	 8.96E-05	 3.32E-02	 1.50E-02	 3.60E-03	 3.56E-03	 3.7
130.5	 4.29E-04	 1.93E-04	 5.02E-05	 9.29E-05	 3.43E-02	 1.55E-02	 3.71E-03	 3.67E-03	 3.6
131.0	 4.44E-04	 2.00E-04	 5.19E-05	 9.62E-05	 3.54E-02	 1.60E-02	 3.83E-03	 3.79E-03	 3.5
131.5	 4.59E-04	 2.07E-04	 5.37E-05	 9.95E-05	 3.64E-02	 1.65E-02	 3.94E-03	 3.90E-03	 3.5
132.0	 4.75E-04	 2.14E-04	 5.54E-05	 1.03E-04	 3.75E-02	 1.70E-02	 4.06E-03	 4.01E-03	 3.4
132.5	 4.90E-04	 2.21E-04	 5.71E-05	 1.06E-04	 3.86E-02	 1.75E-02	 4.18E-03	 4.13E-03	 3.3
133.0	 5.05E-04	 2.27E-04	 5.89E-05	 1.10E-04	 3.97E-02	 1.80E-02	 4.30E-03	 4.24E-03	 3.3
133.5	 5.21E-04	 2.34E-04	 6.06E-05	 1.13E-04	 4.08E-02	 1.85E-02	 4.43E-03	 4.36E-03	 3.2
134.0	 5.36E-04	 2.41E-04	 6.24E-05	 1.16E-04	 4.19E-02	 1.90E-02	 4.55E-03	 4.48E-03	 3.1
134.5	 5.52E-04	 2.48E-04	 6.41E-05	 1.20E-04	 4.30E-02	 1.95E-02	 4.67E-03	 4.59E-03	 3.1
135.0	 5.67E-04	 2.55E-04	 6.58E-05	 1.23E-04	 4.41E-02	 2.00E-02	 4.79E-03	 4.71E-03	 3.0
135.5	 5.82E-04	 2.62E-04	 6.76E-05	 1.26E-04	 4.52E-02	 2.05E-02	 4.92E-03	 4.83E-03	 2.9
136.0	 5.97E-04	 2.68E-04	 6.93E-05	 1.30E-04	 4.64E-02	 2.10E-02	 5.04E-03	 4.95E-03	 2.8
136.5	 6.12E-04	 2.75E-04	 7.10E-05	 1.33E-04	 4.75E-02	 2.15E-02	 5.16E-03	 5.07E-03	 2.6
137.0	 6.27E-04	 2.82E-04	 7.26E-05	 1.36E-04	 4.86E-02	 2.20E-02	 5.29E-03	 5.19E-03	 2.5
137.5	 6.42E-04	 2.88E-04	 7.43E-05	 1.40E-04	 4.97E-02	 2.25E-02	 5.41E-03	 5.31E-03	 2.4
138.0	 6.56E-04	 2.94E-04	 7.59E-05	 1.43E-04	 5.09E-02	 2.31E-02	 5.54E-03	 5.42E-03	 2.2
138.5	 6.70E-04	 3.01E-04	 7.75E-05	 1.46E-04	 5.20E-02	 2.36E-02	 5.66E-03	 5.54E-03	 2.1
139.0	 6.84E-04	 3.07E-04	 7.90E-05	 1.49E-04	 5.31E-02	 2.41E-02	 5.78E-03	 5.66E-03	 1.9
139.5	 6.97E-04	 3.13E-04	 8.05E-05	 1.52E-04	 5.42E-02	 2.46E-02	 5.91E-03	 5.78E-03	 1.8
140.0	 7.11E-04	 3.19E-04	 8.20E-05	 1.55E-04	 5.53E-02	 2.51E-02	 6.03E-03	 5.90E-03	 1.7
141.0	 7.36E-04	 3.30E-04	 8.48E-05	 1.60E-04	 5.76E-02	 2.61E-02	 6.28E-03	 6.14E-03	 1.6
142.0	 7.59E-04	 3.41E-04	 8.75E-05	 1.66E-04	 5.98E-02	 2.71E-02	 6.52E-03	 6.37E-03	 1.5
143.0	 7.81E-04	 3.50E-04	 8.99E-05	 1.70E-04	 6.20E-02	 2.81E-02	 6.76E-03	 6.61E-03	 1.4
144.0	 8.00E-04	 3.59E-04	 9.20E-05	 1.75E-04	 6.41E-02	 2.91E-02	 7.00E-03	 6.84E-03	 1.3
145.0	 8.17E-04	 3.66E-04	 9.38E-05	 1.78E-04	 6.63E-02	 3.00E-02	 7.24E-03	 7.07E-03	 1.2
146.0	 8.31E-04	 3.72E-04	 9.53E-05	 1.82E-04	 6.84E-02	 3.10E-02	 7.48E-03	 7.30E-03	 1.2
147.0	 8.41E-04	 3.77E-04	 9.65E-05	 1.84E-04	 7.05E-02	 3.20E-02	 7.72E-03	 7.53E-03	 1.1
148.0	 8.48E-04	 3.80E-04	 9.72E-05	 1.86E-04	 7.26E-02	 3.29E-02	 7.95E-03	 7.75E-03	 1.0
149.0	 8.51E-04	 3.81E-04	 9.75E-05	 1.86E-04	 7.46E-02	 3.38E-02	 8.18E-03	 7.98E-03	 0.9
150.0	 8.50E-04	 3.81E-04	 9.72E-05	 1.86E-04	 7.67E-02	 3.47E-02	 8.41E-03	 8.20E-03	 0.9
151.0	 8.43E-04	 3.78E-04	 9.64E-05	 1.85E-04	 7.87E-02	 3.56E-02	 8.64E-03	 8.43E-03	 0.8
152.0	 8.31E-04	 3.72E-04	 9.50E-05	 1.82E-04	 8.07E-02	 3.65E-02	 8.86E-03	 8.66E-03	 0.7
153.0	 8.13E-04	 3.64E-04	 9.29E-05	 1.78E-04	 8.27E-02	 3.74E-02	 9.10E-03	 8.89E-03	 0.7
154.0	 7.88E-04	 3.53E-04	 8.99E-05	 1.73E-04	 8.48E-02	 3.83E-02	 9.33E-03	 9.12E-03	 0.6
155.0	 7.55E-04	 3.38E-04	 8.60E-05	 1.65E-04	 8.69E-02	 3.92E-02	 9.57E-03	 9.36E-03	 0.5
156.0	 7.11E-04	 3.18E-04	 8.11E-05	 1.56E-04	 8.90E-02	 4.01E-02	 9.81E-03	 9.61E-03	 0.5
157.0	 6.57E-04	 2.94E-04	 7.49E-05	 1.44E-04	 9.11E-02	 4.10E-02	 1.01E-02	 9.87E-03	 0.4
158.0	 5.91E-04	 2.64E-04	 6.73E-05	 1.30E-04	 9.33E-02	 4.19E-02	 1.03E-02	 1.01E-02	 0.3
159.0	 5.12E-04	 2.29E-04	 5.82E-05	 1.12E-04	 9.56E-02	 4.29E-02	 1.06E-02	 1.04E-02	 0.3
160.0	 4.25E-04	 1.90E-04	 4.83E-05	 9.34E-05	 9.79E-02	 4.38E-02	 1.08E-02	 1.07E-02	 0.2
162.0	 2.89E-04	 1.29E-04	 3.28E-05	 6.35E-05	 1.01E-01	 4.52E-02	 1.12E-02	 1.11E-02	 0.2
164.0	 2.37E-04	 1.06E-04	 2.69E-05	 5.21E-05	 1.02E-01	 4.57E-02	 1.14E-02	 1.13E-02	 0.1
165.0	 2.27E-04	 1.01E-04	 2.57E-05	 4.99E-05	 1.03E-01	 4.58E-02	 1.14E-02	 1.13E-02	 0.1
166.0	 2.23E-04	 9.98E-05	 2.53E-05	 4.92E-05	 1.03E-01	 4.59E-02	 1.14E-02	 1.13E-02	 0.1
168.0	 2.27E-04	 1.01E-04	 2.57E-05	 5.00E-05	 1.03E-01	 4.60E-02	 1.15E-02	 1.14E-02	 0.1
170.0	 2.41E-04	 1.08E-04	 2.73E-05	 5.32E-05	 1.03E-01	 4.61E-02	 1.15E-02	 1.14E-02	 0.1
172.0	 2.66E-04	 1.19E-04	 3.00E-05	 5.87E-05	 1.03E-01	 4.61E-02	 1.15E-02	 1.14E-02	 0.0
174.0	 3.04E-04	 1.36E-04	 3.42E-05	 6.71E-05	 1.03E-01	 4.61E-02	 1.14E-02	 1.13E-02	 0.0
175.0	 3.29E-04	 1.47E-04	 3.70E-05	 7.27E-05	 1.03E-01	 4.61E-02	 1.14E-02	 1.13E-02	 0.0
176.0	 3.61E-04	 1.61E-04	 4.06E-05	 7.98E-05	 1.03E-01	 4.60E-02	 1.14E-02	 1.13E-02	 0.0
178.0	 4.52E-04	 2.01E-04	 5.07E-05	 9.99E-05	 1.02E-01	 4.58E-02	 1.13E-02	 1.12E-02	 0.0
180.0	 6.12E-04	 2.73E-04	 6.85E-05	 1.36E-04	 1.01E-01	 4.55E-02	 1.12E-02	 1.10E-02	 0.0
182.0	 9.14E-04	 4.07E-04	 1.02E-04	 2.03E-04	 9.94E-02	 4.50E-02	 1.10E-02	 1.06E-02	 0.0
184.0	 1.33E-03	 5.93E-04	 1.49E-04	 2.96E-04	 9.67E-02	 4.42E-02	 1.07E-02	 1.02E-02	 0.0
185.0	 1.52E-03	 6.76E-04	 1.70E-04	 3.38E-04	 9.55E-02	 4.38E-02	 1.06E-02	 9.97E-03	 0.0
186.0	 1.69E-03	 7.50E-04	 1.88E-04	 3.75E-04	 9.45E-02	 4.35E-02	 1.05E-02	 9.76E-03	 0.0
188.0	 1.94E-03	 8.62E-04	 2.16E-04	 4.31E-04	 9.29E-02	 4.30E-02	 1.03E-02	 9.47E-03	 0.0
190.0	 2.12E-03	 9.44E-04	 2.36E-04	 4.72E-04	 9.18E-02	 4.27E-02	 1.02E-02	 9.26E-03	 0.0
192.0	 2.26E-03	 1.01E-03	 2.52E-04	 5.03E-04	 9.09E-02	 4.24E-02	 1.01E-02	 9.10E-03	 0.0
194.0	 2.37E-03	 1.05E-03	 2.64E-04	 5.27E-04	 9.02E-02	 4.22E-02	 1.00E-02	 8.98E-03	 0.0
195.0	 2.42E-03	 1.07E-03	 2.69E-04	 5.37E-04	 8.99E-02	 4.21E-02	 9.98E-03	 8.93E-03	 0.0
196.0	 2.46E-03	 1.09E-03	 2.74E-04	 5.46E-04	 8.97E-02	 4.20E-02	 9.96E-03	 8.88E-03	 0.0
198.0	 2.53E-03	 1.12E-03	 2.81E-04	 5.62E-04	 8.92E-02	 4.19E-02	 9.91E-03	 8.80E-03	 0.0
200.0	 2.59E-03	 1.15E-03	 2.88E-04	 5.75E-04	 8.89E-02	 4.18E-02	 9.87E-03	 8.73E-03	 0.0
202.0	 2.64E-03	 1.17E-03	 2.93E-04	 5.86E-04	 8.86E-02	 4.17E-02	 9.84E-03	 8.67E-03	 0.0
204.0	 2.68E-03	 1.19E-03	 2.98E-04	 5.96E-04	 8.83E-02	 4.16E-02	 9.81E-03	 8.62E-03	 0.0
206.0	 2.72E-03	 1.21E-03	 3.02E-04	 6.04E-04	 8.81E-02	 4.16E-02	 9.78E-03	 8.58E-03	 0.0
208.0	 2.75E-03	 1.22E-03	 3.05E-04	 6.11E-04	 8.79E-02	 4.15E-02	 9.76E-03	 8.55E-03	 0.0
210.0	 2.78E-03	 1.23E-03	 3.08E-04	 6.17E-04	 8.77E-02	 4.14E-02	 9.74E-03	 8.52E-03	 0.0
212.0	 2.80E-03	 1.24E-03	 3.11E-04	 6.22E-04	 8.76E-02	 4.14E-02	 9.73E-03	 8.49E-03	 0.0
214.0	 2.82E-03	 1.25E-03	 3.13E-04	 6.27E-04	 8.74E-02	 4.14E-02	 9.71E-03	 8.47E-03	 0.0
216.0	 2.84E-03	 1.26E-03	 3.16E-04	 6.31E-04	 8.73E-02	 4.13E-02	 9.70E-03	 8.45E-03	 0.0
218.0	 2.86E-03	 1.27E-03	 3.17E-04	 6.35E-04	 8.72E-02	 4.13E-02	 9.69E-03	 8.43E-03	 0.0
220.0	 2.87E-03	 1.28E-03	 3.19E-04	 6.38E-04	 8.71E-02	 4.13E-02	 9.68E-03	 8.41E-03	 0.0
222.0	 2.89E-03	 1.28E-03	 3.21E-04	 6.41E-04	 8.70E-02	 4.12E-02	 9.67E-03	 8.39E-03	 0.0
224.0	 2.90E-03	 1.29E-03	 3.22E-04	 6.44E-04	 8.70E-02	 4.12E-02	 9.66E-03	 8.38E-03	 0.0
226.0	 2.91E-03	 1.29E-03	 3.24E-04	 6.47E-04	 8.69E-02	 4.12E-02	 9.65E-03	 8.36E-03	 0.0
228.0	 2.92E-03	 1.30E-03	 3.25E-04	 6.49E-04	 8.68E-02	 4.12E-02	 9.65E-03	 8.35E-03	 0.0
230.0	 2.93E-03	 1.30E-03	 3.26E-04	 6.52E-04	 8.68E-02	 4.12E-02	 9.64E-03	 8.34E-03	 0.0
232.0	 2.94E-03	 1.31E-03	 3.27E-04	 6.54E-04	 8.67E-02	 4.11E-02	 9.63E-03	 8.33E-03	 0.0
234.0	 2.95E-03	 1.31E-03	 3.28E-04	 6.56E-04	 8.67E-02	 4.11E-02	 9.63E-03	 8.32E-03	 0.0
236.0	 2.96E-03	 1.32E-03	 3.29E-04	 6.58E-04	 8.66E-02	 4.11E-02	 9.62E-03	 8.31E-03	 0.0
238.0	 2.97E-03	 1.32E-03	 3.30E-04	 6.59E-04	 8.66E-02	 4.11E-02	 9.62E-03	 8.30E-03	 0.0
240.0	 2.97E-03	 1.32E-03	 3.31E-04	 6.61E-04	 8.65E-02	 4.11E-02	 9.61E-03	 8.29E-03	 0.0
242.0	 2.98E-03	 1.32E-03	 3.31E-04	 6.62E-04	 8.65E-02	 4.11E-02	 9.61E-03	 8.29E-03	 0.0
244.0	 2.99E-03	 1.33E-03	 3.32E-04	 6.64E-04	 8.64E-02	 4.11E-02	 9.60E-03	 8.28E-03	 0.0
246.0	 2.99E-03	 1.33E-03	 3.33E-04	 6.65E-04	 8.64E-02	 4.10E-02	 9.60E-03	 8.27E-03	 0.0
248.0	 3.00E-03	 1.33E-03	 3.33E-04	 6.67E-04	 8.64E-02	 4.10E-02	 9.59E-03	 8.27E-03	 0.0
250.0	 3.01E-03	 1.34E-03	 3.34E-04	 6.68E-04	 8.63E-02	 4.10E-02	 9.59E-03	 8.26E-03	 0.0
252.0	 3.01E-03	 1.34E-03	 3.35E-04	 6.69E-04	 8.63E-02	 4.10E-02	 9.59E-03	 8.25E-03	 0.0
254.0	 3.02E-03	 1.34E-03	 3.35E-04	 6.70E-04	 8.62E-02	 4.10E-02	 9.58E-03	 8.25E-03	 0.0
256.0	 3.02E-03	 1.34E-03	 3.36E-04	 6.71E-04	 8.62E-02	 4.10E-02	 9.58E-03	 8.24E-03	 0.0
258.0	 3.03E-03	 1.35E-03	 3.37E-04	 6.73E-04	 8.62E-02	 4.10E-02	 9.58E-03	 8.24E-03	 0.0
260.0	 3.03E-03	 1.35E-03	 3.37E-04	 6.74E-04	 8.62E-02	 4.10E-02	 9.57E-03	 8.23E-03	 0.0
262.0	 3.04E-03	 1.35E-03	 3.38E-04	 6.75E-04	 8.61E-02	 4.10E-02	 9.57E-03	 8.22E-03	 0.0
264.0	 3.04E-03	 1.35E-03	 3.38E-04	 6.76E-04	 8.61E-02	 4.10E-02	 9.57E-03	 8.22E-03	 0.0
266.0	 3.05E-03	 1.35E-03	 3.39E-04	 6.77E-04	 8.61E-02	 4.09E-02	 9.56E-03	 8.21E-03	 0.0
268.0	 3.05E-03	 1.36E-03	 3.39E-04	 6.78E-04	 8.60E-02	 4.09E-02	 9.56E-03	 8.21E-03	 0.0
270.0	 3.05E-03	 1.36E-03	 3.40E-04	 6.79E-04	 8.60E-02	 4.09E-02	 9.56E-03	 8.21E-03	 0.0
272.0	 3.06E-03	 1.36E-03	 3.40E-04	 6.80E-04	 8.60E-02	 4.09E-02	 9.55E-03	 8.20E-03	 0.0
274.0	 3.06E-03	 1.36E-03	 3.40E-04	 6.80E-04	 8.60E-02	 4.09E-02	 9.55E-03	 8.20E-03	 0.0
276.0	 3.07E-03	 1.36E-03	 3.41E-04	 6.81E-04	 8.59E-02	 4.09E-02	 9.55E-03	 8.19E-03	 0.0
278.0	 3.07E-03	 1.36E-03	 3.41E-04	 6.82E-04	 8.59E-02	 4.09E-02	 9.55E-03	 8.19E-03	 0.0
280.0	 3.07E-03	 1.37E-03	 3.42E-04	 6.83E-04	 8.59E-02	 4.09E-02	 9.54E-03	 8.18E-03	 0.0
282.0	 3.08E-03	 1.37E-03	 3.42E-04	 6.84E-04	 8.59E-02	 4.09E-02	 9.54E-03	 8.18E-03	 0.0
284.0	 3.08E-03	 1.37E-03	 3.43E-04	 6.85E-04	 8.59E-02	 4.09E-02	 9.54E-03	 8.18E-03	 0.0
286.0	 3.08E-03	 1.37E-03	 3.43E-04	 6.85E-04	 8.58E-02	 4.09E-02	 9.54E-03	 8.17E-03	 0.0
288.0	 3.09E-03	 1.37E-03	 3.43E-04	 6.86E-04	 8.58E-02	 4.09E-02	 9.53E-03	 8.17E-03	 0.0
290.0	 3.09E-03	 1.37E-03	 3.44E-04	 6.87E-04	 8.58E-02	 4.09E-02	 9.53E-03	 8.16E-03	 0.0
295.0	 3.10E-03	 1.38E-03	 3.45E-04	 6.88E-04	 8.57E-02	 4.08E-02	 9.53E-03	 8.15E-03	 0.0
300.0	 3.11E-03	 1.38E-03	 3.45E-04	 6.90E-04	 8.57E-02	 4.08E-02	 9.52E-03	 8.15E-03	 0.0
305.0	 3.11E-03	 1.38E-03	 3.46E-04	 6.92E-04	 8.56E-02	 4.08E-02	 9.52E-03	 8.14E-03	 0.0
310.0	 3.12E-03	 1.39E-03	 3.47E-04	 6.93E-04	 8.56E-02	 4.08E-02	 9.51E-03	 8.13E-03	 0.0
315.0	 3.13E-03	 1.39E-03	 3.48E-04	 6.94E-04	 8.56E-02	 4.08E-02	 9.51E-03	 8.12E-03	 0.0
320.0	 3.13E-03	 1.39E-03	 3.48E-04	 6.96E-04	 8.55E-02	 4.08E-02	 9.50E-03	 8.11E-03	 0.0
325.0	 3.14E-03	 1.39E-03	 3.49E-04	 6.97E-04	 8.55E-02	 4.08E-02	 9.49E-03	 8.11E-03	 0.0
330.0	 3.14E-03	 1.40E-03	 3.49E-04	 6.98E-04	 8.54E-02	 4.07E-02	 9.49E-03	 8.10E-03	 0.0
335.0	 3.14E-03	 1.40E-03	 3.50E-04	 6.99E-04	 8.54E-02	 4.07E-02	 9.48E-03	 8.09E-03	 0.0
340.0	 3.15E-03	 1.40E-03	 3.50E-04	 6.99E-04	 8.53E-02	 4.07E-02	 9.48E-03	 8.08E-03	 0.0
345.0	 3.14E-03	 1.40E-03	 3.49E-04	 6.98E-04	 8.51E-02	 4.06E-02	 9.45E-03	 8.06E-03	 0.7
350.0	 3.11E-03	 1.38E-03	 3.45E-04	 6.90E-04	 8.40E-02	 4.01E-02	 9.33E-03	 7.96E-03	 1.4
360.0	 3.00E-03	 1.33E-03	 3.34E-04	 6.67E-04	 8.09E-02	 3.86E-02	 8.99E-03	 7.66E-03	 2.6
370.0	 2.91E-03	 1.29E-03	 3.23E-04	 6.46E-04	 7.82E-02	 3.73E-02	 8.68E-03	 7.40E-03	 2.9
380.0	 2.83E-03	 1.26E-03	 3.15E-04	 6.29E-04	 7.59E-02	 3.62E-02	 8.43E-03	 7.18E-03	 3.1
390.0	 2.77E-03	 1.23E-03	 3.08E-04	 6.16E-04	 7.40E-02	 3.54E-02	 8.23E-03	 7.00E-03	 3.1
400.0	 2.73E-03	 1.21E-03	 3.03E-04	 6.06E-04	 7.26E-02	 3.47E-02	 8.06E-03	 6.86E-03	 3.1
410.0	 2.69E-03	 1.20E-03	 2.99E-04	 5.98E-04	 7.14E-02	 3.41E-02	 7.94E-03	 6.75E-03	 3.1
420.0	 2.67E-03	 1.19E-03	 2.96E-04	 5.93E-04	 7.06E-02	 3.37E-02	 7.84E-03	 6.66E-03	 3.1
430.0	 2.65E-03	 1.18E-03	 2.94E-04	 5.89E-04	 6.99E-02	 3.34E-02	 7.76E-03	 6.59E-03	 3.0
440.0	 2.64E-03	 1.17E-03	 2.93E-04	 5.86E-04	 6.94E-02	 3.32E-02	 7.71E-03	 6.54E-03	 3.0
450.0	 2.63E-03	 1.17E-03	 2.92E-04	 5.85E-04	 6.90E-02	 3.30E-02	 7.67E-03	 6.50E-03	 2.9
460.0	 2.63E-03	 1.17E-03	 2.92E-04	 5.84E-04	 6.88E-02	 3.29E-02	 7.64E-03	 6.48E-03	 2.8
470.0	 2.63E-03	 1.17E-03	 2.92E-04	 5.84E-04	 6.86E-02	 3.28E-02	 7.62E-03	 6.46E-03	 2.8
480.0	 2.63E-03	 1.17E-03	 2.93E-04	 5.85E-04	 6.85E-02	 3.28E-02	 7.61E-03	 6.45E-03	 2.7
490.0	 2.64E-03	 1.17E-03	 2.93E-04	 5.87E-04	 6.85E-02	 3.28E-02	 7.61E-03	 6.44E-03	 2.6
500.0	 2.65E-03	 1.18E-03	 2.94E-04	 5.88E-04	 6.85E-02	 3.28E-02	 7.61E-03	 6.44E-03	 2.4
510.0	 2.66E-03	 1.18E-03	 2.95E-04	 5.90E-04	 6.86E-02	 3.28E-02	 7.62E-03	 6.45E-03	 2.3
520.0	 2.67E-03	 1.18E-03	 2.96E-04	 5.92E-04	 6.87E-02	 3.29E-02	 7.64E-03	 6.46E-03	 2.4
530.0	 2.68E-03	 1.19E-03	 2.97E-04	 5.95E-04	 6.89E-02	 3.30E-02	 7.65E-03	 6.47E-03	 2.4
540.0	 2.69E-03	 1.19E-03	 2.99E-04	 5.97E-04	 6.90E-02	 3.31E-02	 7.67E-03	 6.48E-03	 2.4
550.0	 2.70E-03	 1.20E-03	 3.00E-04	 6.00E-04	 6.92E-02	 3.32E-02	 7.69E-03	 6.50E-03	 2.4
560.0	 2.71E-03	 1.21E-03	 3.01E-04	 6.03E-04	 6.94E-02	 3.33E-02	 7.71E-03	 6.51E-03	 2.5
570.0	 2.73E-03	 1.21E-03	 3.03E-04	 6.06E-04	 6.96E-02	 3.34E-02	 7.74E-03	 6.53E-03	 2.5
580.0	 2.74E-03	 1.22E-03	 3.04E-04	 6.09E-04	 6.99E-02	 3.35E-02	 7.76E-03	 6.55E-03	 2.5
